participant_id,session_id,source_file,source_hash,event_count_total,first_timestamp,last_timestamp,session_duration_min,active_duration_min,meaningful_event_count,deliberate_planning_event_count,heatmap_event_count,pointer_move_count,click_count,scroll_count,hover_dwell_count,build_edit_count,semantic_delta_count,saved_build_event_count,saved_build_created_count,saved_build_loaded_count,saved_build_deleted_count,party_event_count,party_slot_event_count,party_slot_assigned_count,unique_party_snapshots,party_coverage_unique_state_count,party_gap_unique_state_count,visualization_event_count,data_circle_focus_select_count,data_circle_hover_dwell_count,tooltip_open_count,highlight_interaction_count,damage_preview_update_count,evaluation_event_count,evaluation_request_count,evaluation_success_count,evaluation_failure_count,friction_event_count,invalid_selection_count,edits_after_visualization_30s,edits_after_visualization_60s,median_visualization_to_edit_latency_30s,median_visualization_to_edit_latency_60s,edits_after_evaluation_60s,median_evaluation_to_edit_latency_60s,idle_gap_over_2min_count,idle_gap_over_5min_count,longest_idle_gap_min,unique_changed_fields,unique_build_states_from_edits,unique_classes_seen_in_edits,unique_subclasses_seen_in_edits,unique_races_seen_in_edits,visual_profile_changing_edit_count,roles_added_total,damage_types_added_total,range_bands_added_total,resources_added_total,edit_category_identity_background_count,edit_category_class_level_count,edit_category_spells_count,edit_category_actions_features_count,edit_category_skills_count,edit_category_feats_count,edit_category_ability_scores_count,edit_category_other_count,edit_category_unknown_count,unique_focus_layers,unique_focus_keys,unique_focus_sources,data_circle_total_dwell_sec,editor_or_main_focus_event_count,aggregate_or_party_focus_event_count,party_gap_response_edit_event_count,party_gap_response_unique_edit_count,party_gap_response_within_30s_count,party_gap_response_within_60s_count,median_gap_response_latency_sec,gap_response_unique_gap_keys,final_party_complete,post_task_survey_completed,exported_as_zip,final_filled_party_slots,final_empty_party_slots,final_party_gap_count,final_high_severity_gap_count,final_medium_severity_gap_count,final_gap_keys,final_redundancy_score,simulator_status_at_end,simulator_average_dpr_raw_at_end,simulator_average_dpr_interpretable_at_end,final_selected_ability_count,final_damage_ability_count,final_utility_ability_count,final_healing_count,final_control_count,final_support_count,final_mobility_count,final_long_range_count,final_area_damage_count,final_single_target_damage_count,final_concentration_count,final_role_count,final_damage_type_count,final_range_band_count,final_resource_count,final_unique_class_count,final_classes,build_edits_per_active_min,visualization_events_per_active_min,friction_events_per_active_min,meaningful_events_per_active_min,deliberate_events_per_active_min,survey_source_file,survey_source_hash,survey_exported_at,survey_exported_at_ms,pre_submitted_at,post_submitted_at,required_consent,anonymized_quotes_consent,data_reuse_consent,pre_bg3_familiarity,pre_dnd_or_rpg_systems_familiarity,pre_charts_visual_summaries_familiarity,pre_build_planning_familiarity,pre_external_resources_frequency,pre_priority_damage_combat_performance,pre_priority_survivability,pre_priority_party_balance,pre_priority_clear_party_roles,pre_priority_roleplay_character_fantasy,pre_priority_narrative_strength,pre_priority_experimentation,pre_priority_ease_of_use,pre_priority_versatility,pre_build_priorities_other,exploration_iteration_overall,final_party_confidence,reasoning_tradeoffs_party_overall,balanced_autonomous_decision,understood_visualization,noticed_party_patterns,interactive_explanation,readable,appropriate_for_bg3,visual_style_fit,engaging_creative_exploration,post_factor_damage_combat_performance,post_factor_survivability,post_factor_party_balance,post_factor_clear_party_roles,post_factor_roleplay_character_fantasy,post_factor_narrative_strength,post_factor_experimentation,post_factor_ease_of_use,post_factor_versatility,post_factor_visualization_observation,post_factor_prior_bg3_knowledge,open_supported_exploration,open_blocked_exploration,open_changed_normal_planning,open_suggested_change,open_optional_comments,open_factor_visualization_observation,open_factor_other,pre_domain_experience_index,pre_overall_experience_index,bg3_experience_group,survey_exploration_support_score,survey_decision_reasoning_score,survey_visualization_interpretation_score,survey_game_context_fit_score,survey_overall_post_score,has_external_survey_file,user_agent,platform,time_zone_offset_min,screen_width,screen_height,viewport_width,viewport_height,device_pixel_ratio,mobile_like_viewport,log_exploration_breadth_index,log_revision_depth_index,log_visualization_engagement_index,log_party_reasoning_index,log_friction_index
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,bg3-study-export-participant-mq2ql73p-7cf181-2026-06-06T21-22-33-946Z__bg3-study-log-participant-mq2ql73p-7cf181-2026-06-06T21-22-33-946Z.jsonl,904cfeb6861f5121bf0ae6214f4d9e851d51fcb67cb472dd55ffa72227bc405e,18817,2026-06-06 19:19:02.233000+00:00,2026-06-06 21:22:33.946000+00:00,123.52855,102.46888333333334,9303,7267,9454,6601,876,0,1264,470,470,432,4,0,0,1466,3,3,402,402,402,5818,805,118,1313,191,30,24,12,0,12,34,34,256,300,6.869,10.1065,0,,5,0,3.13405,18,383,8,15,5,160,64,56,0,0,147,97,78,0,0,40,106,2,0,4,77,5,394.098,2617,423,459,374,441,455,0.965,7,True,True,True,4,0,1,1,0,long-range,0.9357142857142856,idle,0,,94,46,48,3,15,21,15,0,13,33,0,9,10,0,0,4,Ranger;Wizard;Barbarian;Fighter,4.586758289061086,56.77821218246255,0.3318080464427168,90.78853694284102,70.91909039703597,bg3-study-export-participant-mq2ql73p-7cf181-2026-06-06T21-22-33-946Z__bg3-study-survey-participant-mq2ql73p-7cf181-2026-06-06T21-22-33-946Z.json,a40e54a08a582adf7f8f54c400c21f38b4439e830e8d214669643c67050bbe7a,2026-06-06T21:22:33.946Z,1780780953946,2026-06-06T19:25:30.271Z,2026-06-06T21:22:33.945Z,True,True,False,1.0,1.0,3.0,3.0,1.0,True,True,False,False,False,False,False,False,True,Fun to play (most important).,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,True,True,False,True,False,False,False,False,True,False,False,"As someone who has never played BG3 or a DND campaign, the tooltips for skills, abilities and other unknowns were a great help.  ","Tooltips again. They were a good resource to fill my lack of understanding, but I also felt that some things weren't explained (such as the class choice on ranger like preferred enemy). ",I can only offer perspective as someone who used planners for other games. As such I used my usual approach to build planning when using this tool. ,I don't feel knowledgeable enough about BG to comment.,I couldn't use the optional feature to test my build :( hopefully it works later.,,,1.6666666666666667,2.0,low,5.0,5.0,3.25,3.0,4.0,True,,,,,,,,,False,0.07295327044096467,0.5794553795259838,1.4651602367769594,0.11138914873490306,0.08328505681839433
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,bg3-study-export-participant-mq3eh42s-fb2cf2-2026-06-07T07-22-34-270Z__bg3-study-log-participant-mq3eh42s-fb2cf2-2026-06-07T07-22-34-270Z.jsonl,53b074cbb01cf012fd14bd3a2853ec8588e71c491c7aea22f0c4bbd062fdb36d,10485,2026-06-07 06:27:42.552000+00:00,2026-06-07 07:22:34.269000+00:00,54.86195,48.98975,5241,3471,5174,2878,676,0,1020,415,415,547,6,3,0,1307,4,4,410,410,410,1907,147,56,672,105,14,4,2,0,2,79,79,111,135,0.219,0.226,23,29.332,0,0,0.98025,15,388,7,6,5,110,44,29,0,0,136,73,62,0,0,17,127,0,0,4,26,4,191.035,493,49,413,386,406,412,1.194,7,True,True,True,4,0,1,1,0,long-range,0.9509803921568628,idle,0,,136,37,99,7,56,24,13,0,10,27,0,10,13,0,0,3,Warlock;Cleric;Sorcerer;Warlock,8.471159783424083,38.92651013732464,1.6125822238325365,106.9815624697003,70.85155568256624,bg3-study-export-participant-mq3eh42s-fb2cf2-2026-06-07T07-22-34-270Z__bg3-study-survey-participant-mq3eh42s-fb2cf2-2026-06-07T07-22-34-270Z.json,d17b992e5fd47bc0ef0855673e780b869ef40024c6bbb556fc2c459b739747fa,2026-06-07T07:22:34.270Z,1780816954270,2026-06-07T07:22:34.266Z,2026-06-07T07:22:34.266Z,True,True,True,1.0,2.0,3.0,1.0,2.0,False,False,True,False,False,False,True,False,True,,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,False,False,True,False,False,False,True,False,True,False,False,knowing all the options from which to choose from ,"when choosing the spells, it was a bit overwhelming going through all because the text was in the way and changed rapidly","you can change things quicker and more easily, having a better overview of characters",have a separate fixed box to describe all the spells ,,,,1.3333333333333333,1.75,low,5.0,3.0,4.25,5.0,4.181818181818182,True,,,,,,,,,False,-0.053349467838229116,-0.10984198017047775,-0.4738113724941105,-0.1510160762357012,0.5300593583581984
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,bg3-study-export-participant-mq3o607h-2af78e-2026-06-07T11-40-14-877Z__bg3-study-log-participant-mq3o607h-2af78e-2026-06-07T11-40-14-877Z.jsonl,e752e2fcb17b859f06a9539ad80d4ca496c6a26c456ec339f1706068795a2359,8837,2026-06-07 10:59:00.461000+00:00,2026-06-07 11:40:14.877000+00:00,41.24026666666666,41.24026666666666,4124,2778,4666,2700,589,0,884,316,316,268,3,0,0,1000,3,3,328,328,328,1752,165,39,506,8,46,20,10,0,10,50,50,181,238,8.421,12.877,41,41.056,0,0,0.5949833333333333,15,313,5,7,5,74,38,32,0,0,50,24,55,0,0,39,144,4,0,4,47,3,154.187,646,95,315,313,306,313,1.592,7,True,True,True,4,0,1,1,0,long-range,0.9444444444444444,idle,0,,116,55,61,9,24,35,9,0,17,38,0,10,14,0,0,4,Rogue;Barbarian;Wizard;Cleric,7.662414080736627,42.48275148560308,1.2124072912557955,99.999353382778,67.361349102172,bg3-study-export-participant-mq3o607h-2af78e-2026-06-07T11-40-14-877Z__bg3-study-survey-participant-mq3o607h-2af78e-2026-06-07T11-40-14-877Z.json,05dab71b8237d6b2b6d27196f6e21071ebaf26ae4d279fc2f30d9487b2483f5d,2026-06-07T11:40:14.877Z,1780832414877,2026-06-07T11:00:22.346Z,2026-06-07T11:40:14.875Z,True,True,True,1.0,3.0,3.0,2.0,4.0,True,False,False,False,False,True,True,True,False,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,False,False,True,False,False,False,True,False,False,False,False,the focus rings,none,not,not,,,,2.0,2.25,low,4.0,4.333333333333333,4.75,4.0,4.363636363636363,True,,,,,,,,,False,-0.5101166474897101,-0.36137458820166074,-0.39617146453544466,-0.5916250377994655,0.32384260553405525
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,bg3-study-export-participant-mq5aoq7u-493cb0-2026-06-08T22-14-23-540Z__bg3-study-log-participant-mq5aoq7u-493cb0-2026-06-08T22-14-23-540Z.jsonl,9adc3db19d7f50eaa92de16159afd43b45bddf29aad7246fa397d361f3f6fa4e,16473,2026-06-08 20:58:54.877000+00:00,2026-06-08 22:14:23.540000+00:00,75.47771666666667,63.71803333333333,6592,4267,9819,6749,963,0,1278,553,553,549,4,0,0,1721,5,5,534,534,534,2404,60,46,910,21,44,8,4,0,4,160,160,147,175,0.098,0.109,0,,3,0,4.089083333333333,20,506,6,5,6,125,55,36,0,0,118,37,100,0,12,53,208,25,0,4,69,5,154.472,203,423,552,505,543,546,1.925,7,True,True,True,4,0,1,1,0,long-range,0.968944099378882,idle,0,,189,82,107,24,56,66,39,0,25,57,0,10,14,0,0,4,Barbarian;Druid;Cleric;Bard,8.678861714187663,37.728722533285975,2.5110630637794324,103.45579822771262,66.96691308216774,bg3-study-export-participant-mq5aoq7u-493cb0-2026-06-08T22-14-23-540Z__bg3-study-survey-participant-mq5aoq7u-493cb0-2026-06-08T22-14-23-540Z.json,478d3a5b061efd088ddee566b43353436d614535971c77f300130da8e763e5ed,2026-06-08T22:14:23.540Z,1780956863540,2026-06-08T21:01:01.817Z,2026-06-08T22:14:23.538Z,True,True,True,3.0,3.0,2.0,2.0,3.0,False,True,False,False,False,True,False,False,True,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,False,True,True,False,False,False,False,False,True,False,True,Explaining each choice and ability in a pop up helps returning players remember quickly what each option is and allows new players to flip though all available options.,The visualization was a bit overwhelming but not overall discouraging.,"It helped keep everything contained. Having every option, ability etc available at a moments notice is very helpful and being able to switch between them is great, Personally, I mostly go with trial and error. I start with a more roleplay focused team and fix my team's weaknesses as I play the game, respecing what need respecing and changing subclasses to fit my needs.","I think it's a very neat tool. I don't have much to add, maybe just a better, in depth explanation of the visualization system but otherwise nothing. I like it.",,,,2.6666666666666665,2.5,high,4.5,4.0,3.5,5.0,4.090909090909091,True,,,,,,,,,False,0.5243095819472977,0.6101300985242244,-0.11049596523275358,0.9761729541623443,2.3847390632920953
participant-mq6h4za4-3dd8ed,participant-mq6h4za4-3dd8ed,bg3-study-export-participant-mq6h4za4-3dd8ed-2026-06-09T11-00-52-013Z__bg3-study-log-participant-mq6h4za4-3dd8ed-2026-06-09T11-00-52-013Z.jsonl,581d562a03487d092bb0ae682d51fe458ea92a66080c40c4928a2f422249e209,9073,2026-06-09 10:05:33.824000+00:00,2026-06-09 11:00:52.013000+00:00,55.30315,47.7104,4435,2929,4622,2890,437,0,889,343,343,246,3,0,0,1061,3,3,328,328,328,1901,19,14,863,54,54,0,0,0,0,20,20,118,150,0.1945,4.971500000000001,0,,0,0,1.560366666666667,15,315,5,5,4,78,35,31,0,0,123,27,56,0,0,24,113,0,0,4,20,4,60.107,111,23,342,314,329,340,1.16,7,True,True,True,4,0,1,1,0,long-range,0.9567099567099568,idle,0,,142,69,73,18,39,42,15,0,17,52,0,10,16,0,0,4,Paladin;Warlock;Cleric;Monk,7.189208222945102,39.84456219189108,0.4191958147489855,92.95667192058754,61.391227069988936,bg3-study-export-participant-mq6h4za4-3dd8ed-2026-06-09T11-00-52-013Z__bg3-study-survey-participant-mq6h4za4-3dd8ed-2026-06-09T11-00-52-013Z.json,368c7dd537438ce926d8978c9ca9a60a9d395a13e5edfe37f09d8a0830a0e6c9,2026-06-09T11:00:52.013Z,1781002852013,2026-06-09T10:06:55.162Z,2026-06-09T11:00:52.008Z,True,True,True,2.0,1.0,2.0,3.0,5.0,True,True,False,True,False,False,False,False,True,,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,False,True,False,False,False,True,False,True,True,False,True,Having a bird's eye view of all the possible spells I could pick helped greatly. Being able to quickly refer back to always prepared spells was great to ensure there was no overlap in my choices,"The lack of gear options and multiclassing. I was hoping to make a piercing damage centered hexblade-rogue using Bhaalist armor and crimson mischief and knife of the undermountain king, but the tool does not provide this option yet","The characters were much more open-ended. There aren't any short race origin characters in BG3. (Not that I'd use them, the lower movement speed feels terrible)","I'd add multiclassing and gear options, along with a fourth character slot. It was a bit confusing how I was supposed to submit the full party",I'm more into action rpg's. I felt a bit out of my depth using a build planner for a more tactical rpg like Baldur's gate 3,,,2.0,2.0,moderate,3.0,4.666666666666667,3.75,3.0,3.727272727272727,True,,,,,,,,,False,-0.7189876888017357,-0.5183829207299402,-0.6931898491420322,-0.6683699212046734,-0.8494118972943555
participant-mq6wl4tc-aa847e,participant-mq6wl4tc-aa847e,bg3-study-export-participant-mq6wl4tc-aa847e-2026-06-09T19-28-27-905Z__bg3-study-log-participant-mq6wl4tc-aa847e-2026-06-09T19-28-27-905Z.jsonl,181c87bde6f8d7e51023221e9fa01b97b733df9672fae303c8f189e679124a6e,17830,2026-06-09 17:18:02.211000+00:00,2026-06-09 19:28:27.905000+00:00,130.42823333333334,114.46215,5390,3313,12434,8710,1144,0,1448,497,497,400,4,1,0,1533,3,3,455,455,455,1747,204,44,460,30,72,0,0,0,0,105,105,116,169,13.3985,20.677,0,,2,0,2.544566666666667,15,436,10,14,7,107,74,65,0,0,224,68,37,0,0,62,106,0,0,4,34,4,285.764,703,80,488,429,466,486,1.608,7,True,True,True,4,0,1,1,0,long-range,0.949238578680203,idle,0,,123,54,69,17,29,40,11,0,10,44,0,10,11,0,0,4,Cleric;Barbarian;Monk;Warlock,4.34204669403816,15.262687272604962,0.9173338085996112,47.08980217478005,28.94406578943345,bg3-study-export-participant-mq6wl4tc-aa847e-2026-06-09T19-28-27-905Z__bg3-study-survey-participant-mq6wl4tc-aa847e-2026-06-09T19-28-27-905Z.json,c5a7ea1304c2bd6fd1c8df3f31894c9a201efe110e6db84bbed9a3b26a300df1,2026-06-09T19:28:27.905Z,1781033307905,2026-06-09T17:21:50.407Z,2026-06-09T19:28:27.902Z,True,True,True,1.0,2.0,2.0,3.0,4.0,True,False,True,False,False,False,False,False,False,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,True,False,False,False,False,False,False,False,False,False,False,"The most influential tool has to be the wheel, as it helped me see numerous mistakes or areas for improvement. It is a creative way to show the key elements of your team.","As much as I like and praise the wheel, I also feel like it is hard to manage with it at first glance. It's way of displaying is daunting and confusing at first. It's initial explanation is fine, but I feel as though it could've been explained more thoroughly.","I would usually leave out or forget to account for team synergy and key aspects of the characters. This tool helped me take all of that into account, making my builds synergize much more.","The visualization is both pleasing and fitting of the genre, but for the sake of easier navigation I would tone down some of the layout and simplify the wheel.",Good luck <3,,,2.0,2.0,low,5.0,5.0,4.0,4.0,4.454545454545454,True,,,,,,,,,False,-0.006100510448059615,0.2230035291115533,-0.3683103968482063,0.007500157065113644,0.9866207476562879
participant-mq70m2z5-437293,participant-mq70m2z5-437293,bg3-study-export-participant-mq70m2z5-437293-2026-06-10T01-27-42-267Z (1)__bg3-study-log-participant-mq70m2z5-437293-2026-06-10T01-27-42-267Z.jsonl,ceaf28d59f5081d3aa45242515e3909fbdf6eaef2383aaa653552c81a07f1a93,7824,2026-06-09 19:10:44.484000+00:00,2026-06-10 01:27:42.267000+00:00,376.96305,42.69721666666667,3997,2618,3809,2209,532,0,589,302,302,374,5,2,2,1001,11,8,313,313,313,1480,86,28,343,9,41,20,10,0,10,31,31,60,90,0.108,7.9735,0,,4,3,303.4016,16,280,5,5,5,53,35,14,0,0,86,55,32,0,0,5,120,4,0,4,52,5,77.438,329,450,300,278,295,299,0.618,7,True,True,True,4,0,1,1,0,long-range,0.9056603773584906,idle,0,,67,27,40,5,20,19,4,0,6,21,0,10,10,0,0,3,Fighter;Wizard;Cleric;Fighter,7.0730605781095015,34.66268097881478,0.726042642123823,93.61265937319098,61.31547216387641,bg3-study-export-participant-mq70m2z5-437293-2026-06-10T01-27-42-267Z (1)__bg3-study-survey-participant-mq70m2z5-437293-2026-06-10T01-27-42-267Z.json,09a70036aeb4758cb80cda649ecf50a8088ea4d500e38db0f57b092561fedbb0,2026-06-10T01:27:42.267Z,1781054862267,2026-06-09T19:18:13.570Z,2026-06-10T01:27:42.265Z,True,True,True,2.0,2.0,2.0,2.0,3.0,True,False,True,False,False,False,False,True,True,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,True,True,True,True,False,False,False,False,False,False,False,The visual aspect for sure. ,I just wished there was more written feedback and sometimes the way of navigating between members can be slightly confusing. ,Low key I go based off of vibes so it was definitely helpful. ,"I feel like the tool is good for visualizing but I wish there was more feedback, like written feedback about party interactions and stuff",,,,2.0,2.0,moderate,4.0,3.0,3.5,4.0,3.5454545454545454,True,,,,,,,,,False,-0.36476075362590976,-0.9398467733786231,-0.5898062981895917,0.16503549677718338,-0.08656469157255915
participant-mq748vre-54ccf6,participant-mq748vre-54ccf6,BG3 4th Party__bg3-study-log-participant-mq748vre-54ccf6-2026-06-09T21-45-05-045Z.jsonl,ab392a15055db74cfe9103da6a374f90c2e7fdb79e711da8a51342159b499832,11239,2026-06-09 20:52:27.154000+00:00,2026-06-09 21:45:05.045000+00:00,52.63151666666667,49.416466666666665,5527,4045,5702,4030,611,0,540,337,337,371,4,1,0,1069,5,4,344,344,344,2917,59,11,1344,38,30,0,0,0,0,31,31,107,114,0.102,0.109,0,,3,0,3.9433,17,322,5,5,5,93,39,31,0,0,59,43,67,0,5,26,135,2,0,4,38,5,36.122,193,36,332,317,327,330,1.415,7,True,True,True,4,0,1,1,0,long-range,0.9601593625498008,idle,0,,143,69,74,9,46,56,24,0,22,47,0,10,14,0,0,4,Druid;Sorcerer;Fighter;Bard,6.819589151794206,59.02890669372018,0.6273212572867074,111.84530932334296,81.85530599112037,BG3 4th Party__bg3-study-survey-participant-mq748vre-54ccf6-2026-06-09T21-45-05-045Z.json,f84dcfda77af025e478a25eb109de2b034f84e2316e3fbc2b11ebcd78bd0ebc9,2026-06-09T21:45:05.046Z,1781041505046,2026-06-09T20:55:51.786Z,2026-06-09T21:45:05.043Z,True,True,True,3.0,2.0,1.0,2.0,2.0,False,False,True,False,False,False,False,False,False,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,True,False,False,False,False,False,True,False,True,False,False,Spell selection was clearly outlined over each level,Lack of multi-class options.,Better visualisation of class abilities.,"Ability to add companion specific abilities to a build (eg, Astarion bite).",,,,2.3333333333333335,2.0,high,4.0,3.6666666666666665,3.5,4.0,3.727272727272727,True,,,,,,,,,False,-0.4291018263460039,-0.5518613575425677,-0.23928132408231179,-0.508134407126215,-0.611807672653684
participant-mq74r16t-8b9959,participant-mq74r16t-8b9959,bg3-study-export-participant-mq74r16t-8b9959-2026-06-09T22-03-06-089Z__bg3-study-log-participant-mq74r16t-8b9959-2026-06-09T22-03-06-089Z.jsonl,c242c1c9f516141c217706b41dff405a3861bdde0593bd02a81aaf76e963b540,13222,2026-06-09 21:06:33.899000+00:00,2026-06-09 22:03:06.088000+00:00,56.53648333333334,52.74065,6934,5289,6152,3834,542,0,1304,389,389,357,4,0,0,1223,3,3,381,381,381,3967,418,211,957,349,61,0,0,0,0,24,24,150,223,0.1315,18.361,0,,0,0,1.4693333333333334,18,364,5,5,5,98,42,34,0,0,113,30,75,0,3,34,128,6,0,4,117,5,1050.957,1510,210,387,363,383,385,1.619,7,True,True,True,4,0,1,1,0,long-range,0.9616858237547892,idle,0,,165,67,98,12,63,45,17,0,19,48,0,10,15,0,0,4,Monk;Cleric;Bard;Sorcerer,7.375714937149997,75.21712379350652,0.4550569627033417,131.47354080770714,100.28317815574891,bg3-study-export-participant-mq74r16t-8b9959-2026-06-09T22-03-06-089Z__bg3-study-survey-participant-mq74r16t-8b9959-2026-06-09T22-03-06-089Z.json,baee85824351a1612b7d4832508577163b16df8c6cc4f4a2c9058f9376ed7dff,2026-06-09T22:03:06.089Z,1781042586089,2026-06-09T21:07:49.637Z,2026-06-09T22:03:06.084Z,True,True,True,3.0,3.0,2.0,2.0,3.0,True,False,True,False,False,False,True,False,False,,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,False,False,False,False,False,False,True,False,False,False,False,"The visual of the circle chart was really helpful. I was able to clearly understand what kind of spells the party had most of, which I think will help when it comes to strategizing in-game.",Nothing felt like it was blocking my creativity. ,"I normally build as I play and very rarely plan ahead. This was very different for me, but a lot of fun!",I would like to know if any spells overlap between the characters. It would also be helpful to have spells that are always prepared greyed out on the spell selector.,,,I based each character off of the PCs in the real-life DnD campaign I am currently part of.,2.6666666666666665,2.5,high,5.0,3.3333333333333335,4.75,5.0,4.454545454545454,True,,,,,,,,,False,0.30787262849652636,-0.04119575715234328,1.5703235399119824,-0.20376485797146104,-0.763010361061384
participant-mq86r5q8-62d0e9,participant-mq86r5q8-62d0e9,bg3-study-export-participant-mq86r5q8-62d0e9-2026-06-10T15-39-51-120Z__bg3-study-log-participant-mq86r5q8-62d0e9-2026-06-10T15-39-51-120Z.jsonl,42079c91959c1547c4333cd902d79f1968d04cdc74ae0437c8d4fac989cfaabb,8662,2026-06-10 14:50:25.147000+00:00,2026-06-10 15:39:51.119000+00:00,49.43286666666667,35.17248333333333,4304,2545,4276,2334,652,0,698,415,415,338,4,2,0,1296,4,4,386,386,386,1219,22,7,534,19,72,12,6,0,6,55,55,158,225,7.987999999999999,14.93,53,31.153,0,0,1.3344166666666666,16,370,6,5,5,87,35,21,0,0,126,53,56,0,0,34,146,0,0,4,23,4,21.422,73,50,414,369,410,413,0.705,7,True,True,True,4,0,1,1,0,long-range,0.9489795918367347,idle,0,,123,45,78,9,26,34,19,0,3,42,0,10,9,0,0,4,Monk;Paladin;Fighter;Wizard,11.79899627976226,34.65777461453058,1.563722398522709,122.36838551348616,72.35770007709625,bg3-study-export-participant-mq86r5q8-62d0e9-2026-06-10T15-39-51-120Z__bg3-study-survey-participant-mq86r5q8-62d0e9-2026-06-10T15-39-51-120Z.json,7eb7363a9da33e9cc066e74a5cf854954118b5fb10bb35dae5b2c9f78ae20aa5,2026-06-10T15:39:51.120Z,1781105991120,2026-06-10T14:51:44.011Z,2026-06-10T15:39:51.117Z,True,True,True,3.0,3.0,3.0,3.0,5.0,True,True,False,False,False,False,False,False,True,,2.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,True,True,False,True,False,False,False,False,True,False,True,"The building tool is great for showing what your character has access to at different levels, and saving builds you like for a later playthrough","Using this tool it made it harder for me to imagine my character as a real person in a fantasy world, as opposed to a bunch of numbers on a sheet.","I did not change it much, I already build my characters in a similar way, only using different resources like wikis","The data visualization did not help me in the slightest. I feel like the way you intend to use certain abilities and how often has such a great effect on their role, that a general visualization can never do it justice. At later levels it also became far to cluttered to have any real use.","I used the character builder to replicate my current builds, rather than create new ones, so the results might be affected by that.",,,3.0,3.0,high,2.0,4.0,2.25,4.0,3.0,True,,,,,,,,,False,-0.3192202806630865,-0.018820665388226805,-0.8949829005866821,-0.25336400998577696,0.22174733339281963
