participant_id,session_id,event_type,focus_source,focus_layer,focus_type,focus_key,focus_label,count,total_dwell_ms,mean_dwell_ms
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,11,3544.0,322.1818181818182
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Poison"",""type"":""damageType""}",Poison,11,5166.0,469.6363636363636
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,11,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""long"",""type"":""range""}",Long,10,500.0,50.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""melee"",""type"":""range""}",Melee,10,1537.0,153.7
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,10,5726.0,572.6
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,10,2090.0,209.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,10,1199.0,119.9
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""long"",""type"":""range""}",Long,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""melee"",""type"":""range""}",Melee,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Poison"",""type"":""damageType""}",Poison,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,10,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,9,814.0,90.44444444444444
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,8,2470.0,308.75
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,8,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""phantasmal-killer"",""type"":""ability""}",Phantasmal Killer,7,3222.0,460.2857142857143
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-melee"",""type"":""ability""}",Sneak Attack: Melee,7,14782.0,2111.714285714286
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""investigation-world-interaction"",""type"":""role""}",Investigation World Interaction,7,654.0,93.42857142857143
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""phantasmal-killer"",""type"":""ability""}",Phantasmal Killer,7,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-melee"",""type"":""ability""}",Sneak Attack: Melee,7,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""investigation-world-interaction"",""type"":""role""}",Investigation World Interaction,7,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,6,467.0,77.83333333333333
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""self"",""type"":""range""}",Self,6,864.0,144.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,6,906.0,151.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Psychic"",""type"":""damageType""}",Psychic,6,2556.0,426.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""defense-protection"",""type"":""role""}",Defense Protection,6,611.0,101.83333333333333
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""long"",""type"":""range""}",Long,6,264.0,44.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""self"",""type"":""range""}",Self,6,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Psychic"",""type"":""damageType""}",Psychic,6,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""long"",""type"":""range""}",Long,6,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""support-buff"",""type"":""role""}",Support Buff,5,851.0,170.2
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,5,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Thunder"",""type"":""damageType""}",Thunder,5,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,5,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""defense-protection"",""type"":""role""}",Defense Protection,5,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""support-buff"",""type"":""role""}",Support Buff,5,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_cleared,aggregate,,,,Aggregate,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_cleared,,,,,,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""poison-spray"",""type"":""ability""}",Poison Spray,4,2881.0,720.25
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Poison"",""type"":""damageType""}",Poison,4,4637.0,1159.25
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Thunder"",""type"":""damageType""}",Thunder,4,243.0,60.75
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""haste"",""type"":""ability""}",Haste,4,1491.0,372.75
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""wizard-illusion-minor-illusion-bonus-action"",""type"":""ability""}",Minor Illusion: Bonus Action,4,1767.0,441.75
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,4,1428.0,357.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""haste"",""type"":""ability""}",Haste,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""wizard-illusion-minor-illusion-bonus-action"",""type"":""ability""}",Minor Illusion: Bonus Action,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,aggregate,,,ability,Aggregate,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,aggregate,,,damageType,Aggregate,4,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""disintegrate"",""type"":""ability""}",Disintegrate,3,2509.0,836.3333333333334
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""eldritch-blast"",""type"":""ability""}",Eldritch Blast,3,7794.0,2598.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-melee"",""type"":""ability""}",Sneak Attack: Melee,3,14232.0,4744.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,3,10529.0,3509.6666666666665
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,3,5358.0,1786.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,3,2401.0,800.3333333333334
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""melee"",""type"":""range""}",Melee,3,4449.0,1483.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""mid"",""type"":""range""}",Mid,3,3283.0,1094.3333333333333
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""self"",""type"":""range""}",Self,3,2684.0,894.6666666666666
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,ability,ability,"{""abilityId"":""hold-monster"",""type"":""ability""}",Hold Monster,3,381.0,127.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""eldritch-blast"",""type"":""ability""}",Eldritch Blast,3,7794.0,2598.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""fire-bolt"",""type"":""ability""}",Fire Bolt,3,314.0,104.66666666666667
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,3,10529.0,3509.6666666666665
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,3,155.0,51.666666666666664
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Necrotic"",""type"":""damageType""}",Necrotic,3,1602.0,534.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,3,584.0,194.66666666666666
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,3,262.0,87.33333333333333
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,ability,ability,"{""abilityId"":""hold-monster"",""type"":""ability""}",Hold Monster,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""eldritch-blast"",""type"":""ability""}",Eldritch Blast,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""fire-bolt"",""type"":""ability""}",Fire Bolt,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Necrotic"",""type"":""damageType""}",Necrotic,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,aggregate,,,range,Aggregate,3,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""haste"",""type"":""ability""}",Haste,2,1182.0,591.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""wizard-illusion-minor-illusion-bonus-action"",""type"":""ability""}",Minor Illusion: Bonus Action,2,1336.0,668.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,2,4782.0,2391.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""long"",""type"":""range""}",Long,2,3016.0,1508.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,2,1271.0,635.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,2,254.0,127.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,2,114.0,57.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""heat-metal"",""type"":""ability""}",Heat Metal,2,3363.0,1681.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""slow"",""type"":""ability""}",Slow,2,205.0,102.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""spirit-guardians"",""type"":""ability""}",Spirit Guardians,2,458.0,229.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""thunderwave"",""type"":""ability""}",Thunderwave,2,246.0,123.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Variable"",""type"":""damageType""}",Variable,2,5082.0,2541.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""narrative-interaction"",""type"":""role""}",Narrative Interaction,2,242.0,121.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,2,129.0,64.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,2,54.0,27.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""melee"",""type"":""range""}",Melee,2,281.0,140.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,2,152.0,76.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_ended,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,2,81.0,40.5
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""heat-metal"",""type"":""ability""}",Heat Metal,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""slow"",""type"":""ability""}",Slow,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""spirit-guardians"",""type"":""ability""}",Spirit Guardians,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""thunderwave"",""type"":""ability""}",Thunderwave,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Variable"",""type"":""damageType""}",Variable,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""narrative-interaction"",""type"":""role""}",Narrative Interaction,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""melee"",""type"":""range""}",Melee,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_started,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,data-circle-main,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,data-circle-main,damage-types,damageType,"{""damageType"":""Poison"",""type"":""damageType""}",Poison,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,data-circle-main,range,range,"{""range"":""melee"",""type"":""range""}",Melee,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,data-circle-main,range,range,"{""range"":""self"",""type"":""range""}",Self,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,editor,,,damageType,Singsonger,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_selected,editor,,,range,Singsonger,2,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_cleared,editor,,,,Singsonger,1,0.0,
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-aggregate,range,range,"{""range"":""melee"",""type"":""range""}",Melee,1,682.0,682.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""chromatic-orb"",""type"":""ability""}",Chromatic Orb,1,3031.0,3031.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""heat-metal"",""type"":""ability""}",Heat Metal,1,3238.0,3238.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""phantasmal-killer"",""type"":""ability""}",Phantasmal Killer,1,2047.0,2047.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""toll-the-dead"",""type"":""ability""}",Toll the Dead,1,1665.0,1665.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,1,646.0,646.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Necrotic"",""type"":""damageType""}",Necrotic,1,1333.0,1333.0
Uriel_Septim_VII,Uriel_Septim_VII,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,1,898.0,898.0
